title,company,location,link
RF-DVT (Design Validation Test) engineer,Comet Technologies Korea,경기도 수원,https://kr.indeed.com/viewjob?jk=00fd3144e1376f7b
[포티투마루] 전문연구요원 병역특례 인공지능 개발자,포티투마루,서울 관악구,https://kr.indeed.com/viewjob?jk=a58c48ff1cf0ac4d
Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,https://kr.indeed.com/viewjob?jk=04d685fc70b67d4e
Businss Analyst,eBay Inc.,서울,https://kr.indeed.com/viewjob?jk=034b9e008ef26aea
머신러닝 개발 경력 정규직,토니서치,성남 분당구,https://kr.indeed.com/viewjob?jk=e0e323e8ddb18f6b
반도체설계 회로설계 FPGA설계 Layout HW SW 디자인 검증등,국내 및 외국계 기업 여러 포지션,서울,https://kr.indeed.com/viewjob?jk=16816eeebbec74e2
"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,https://kr.indeed.com/viewjob?jk=cae2de07045cfb2b
데이터 분석 및 지표 구축,아프리카TV,경기도 성남,https://kr.indeed.com/viewjob?jk=7fdcd7a7457b1e93
SW(모바일앱 및 웹개발) 신입/경력 정규직 개발자,더조인,서울 강남구,https://kr.indeed.com/viewjob?jk=31c8ae4a133b5147
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://kr.indeed.com/viewjob?jk=649ccf047c868778
"2020 KOSME 내일애 특성화고 온택트 박람회 (웹개발, 프론트엔드 외)",서울소프트,서울 금천구,https://kr.indeed.com/viewjob?jk=6dca12692ef1e8ce
신약개발 및 프론트엔드/백엔드 개발자,아론티어,서울 서초구,https://kr.indeed.com/viewjob?jk=25bd2e9729d88096
보훈대상자 인재 채용,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=dfcb86f156623e5c
Infra Software Engineer,Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=f97d8d627c3d7362
데이터 사이언스 및 엔지니어링,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=46975ee759c13b8a
4차산업혁명관련 콘텐츠 기획 / 개발 / 운영 전문가 찾습니다.,이앤오즈,서울 금천구,https://kr.indeed.com/viewjob?jk=1941bdb29b525b77
Technical Specialist,Microsoft,서울,https://kr.indeed.com/viewjob?jk=f4c784e2cb1ecbbb
로봇 자율주행 관제 엔지니어,클로봇,성남 분당구,https://kr.indeed.com/viewjob?jk=6532c97675abff06
SW Engineer for R&D Extension Korea,Applied Materials Inc.,경기도 화성,https://kr.indeed.com/viewjob?jk=fb3395b4ba6b4f61
빅데이터 자바 직업훈련교사,한국직업전문학교,서울 구로구,https://kr.indeed.com/viewjob?jk=a9e0e9db8d7bb529
룰루랩 알고리즘 경력 개발자 (전문연구요원),룰루랩,서울 강남구,https://kr.indeed.com/viewjob?jk=a16019f2df886967
유명 바이오 의료기기 스타트업 Web Backend 개발자,인파트너스,서울 서초구,https://kr.indeed.com/viewjob?jk=8e1465b03bd5bd38
"[신입,경력] windows application 개발자",유즈브레인넷,서울 구로구,https://kr.indeed.com/viewjob?jk=cf220a5d5c4a0c35
Senior Data Scientist,Boston Consulting Group,서울,https://kr.indeed.com/viewjob?jk=77dfad5a778a94c2
머신러닝 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=a1d687cd59776360
데이터 마트 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=2f9853d8068aa1f9
DW/BI 엔지니어 영입,카카오페이증권,성남 분당구,https://kr.indeed.com/viewjob?jk=2db4ede7e003f07a
[Search] 검색 서버 개발 & DevOps 엔지니어 (신입),네이버,서울,https://kr.indeed.com/viewjob?jk=e9e86127df39c006
[큐셀]BD&Tech부문 시스템개발센터 경력직 [시스템개발팀 Data Scientist],한화솔루션,서울 중구,https://kr.indeed.com/viewjob?jk=1ed946a28f319e1e
Senior Solutions Engineer,Confluent,서울,https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1
Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/viewjob?jk=25725b3c0e607311
[연말인기과정] 자바·파이썬 개발자 양성 참여자 / 4차산업유망분야·취업연계,한국직업전문학교,서울 구로구,https://kr.indeed.com/viewjob?jk=cc655f01166e576d
네트워크 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=77b4c2f36acac43b
2020년 프로젝트 기반 VR콘텐츠 개발과정 교육,메디치이앤에스,서울 금천구,https://kr.indeed.com/viewjob?jk=e6e9afc317956d1b
사업부전략기획/관리담당 경력 정규직,맨코어,서울 강남구,https://kr.indeed.com/viewjob?jk=490fe8dc092975e4
국내 유명 보험사 블록체인 (대리 과장급) 정규직,풀림,서울 중구,https://kr.indeed.com/viewjob?jk=9c4e1b23384a0b9b
시스템/서버 엔지니어 영입,카카오페이증권,성남 분당구,https://kr.indeed.com/viewjob?jk=346c2f0c4fa947b6
Security Engineer (모의해킹/취약점 점검),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=241ae1e7499c461c
AI기반 영상분석 엔지니어,크레스프리,성남 분당구,https://kr.indeed.com/viewjob?jk=801009ad01595eb9
[한국컴패션] 데이터분석가 정규직 #사무직,서울,서울 한남동,https://kr.indeed.com/viewjob?jk=ee1f0b1940bf91e3
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f
PostgreSQL Database Consultant,www.enterprisedb.com,서울 강남역,https://kr.indeed.com/viewjob?jk=5f9f2df6b4e3ba4f
경력사원 상시 (AI 기획 및 개발),신세계아이앤씨,서울 중구,https://kr.indeed.com/viewjob?jk=ab6d748f635fcc41
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/viewjob?jk=ffd9cedb23e97344
"[코리아IT아카데미신촌] 프로그래밍(C, 파이썬, 자바, 안드로이드 등) 강사",코리아정보보안아이티아카데미신촌,서울 마포구,https://kr.indeed.com/viewjob?jk=c4f6b6f2b2297860
Developer (개발자),Coinplug,경기도 성남,https://kr.indeed.com/viewjob?jk=b7be58e7af38d186
글로벌 소셜카지노 부문 사업PM,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=f3ace37c4d937d62
[정보보안] 보안기반 분석 개발 담당 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/viewjob?jk=637eaa86f8fc88b3
데이터 마트 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=2f9853d8068aa1f9
[정규직] 그로스해커 경력사원,케이몰글로벌,서울 강남구,https://kr.indeed.com/viewjob?jk=78f293827af2240c
2020년 프로젝트 기반 VR콘텐츠 개발과정 교육,메디치이앤에스,서울 금천구,https://kr.indeed.com/viewjob?jk=e6e9afc317956d1b
데이터 분석가,스포카,대한민국,https://kr.indeed.com/viewjob?jk=4eff6a88fdd7bb0b
"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙,서울 관악구,https://kr.indeed.com/viewjob?jk=d017610d9828199c
[개발팀] 백엔드 서버 개발자 (경력),시더,안양 만안구,https://kr.indeed.com/viewjob?jk=c493c7ff3cf45166
네트워크 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=77b4c2f36acac43b
Data Analyst,IQVIA,서울,https://kr.indeed.com/viewjob?jk=2c4c5856662783e7
Lead Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/viewjob?jk=ae2c6294bc277408
2021년 취업연계형 부경대학교 교육 수강생,부경대학교 산학협력단,부산 남구,https://kr.indeed.com/viewjob?jk=523d99b590b39356
CG Artist,LOCUS,대한민국,https://kr.indeed.com/viewjob?jk=94064c6864564f7b
Data Scientist,Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=917cc06120add6e1
SW Engineer for R&D Extension Korea,Applied Materials Inc.,경기도 화성,https://kr.indeed.com/viewjob?jk=fb3395b4ba6b4f61
[청년 디지털 일자리](주)이브이패스 데이터분석팀 직원,이브이패스,제주 제주시,https://kr.indeed.com/viewjob?jk=82fa601e5ba3f68f
"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌,서울 관철동,https://kr.indeed.com/viewjob?jk=3e2ccf374eae0c90
머신러닝 개발 경력 정규직,토니서치,성남 분당구,https://kr.indeed.com/viewjob?jk=e0e323e8ddb18f6b
[해외취업연계과정] 소프트웨어 엔지니어 양성교육 / 수료후 도쿄 본사 정직원 취업연계,JMP KOREA,서울 구로구,https://kr.indeed.com/viewjob?jk=d470b55d15ad273d
Front end 개발자,브릭,성남 분당구,https://kr.indeed.com/viewjob?jk=cac18e6bcbee5a21
경험최적화파트 - 머신러닝 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=7bf179a290a157b2
Credit Risk 모델러,Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=ad3dfd853ea7ef40
Senior Solutions Engineer,Confluent,서울,https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1
